crosswalk_id,district,address,crosswalk_type,latitude,longitude,has_pedestrian_light,has_audio_signal,has_push_button,is_raised_crosswalk,has_traffic_safety_detail,accessibility_score,route_recommendation_tier,support_evidence,nearest_audio_signal_id,nearest_audio_signal_distance_m,nearest_push_button_id,nearest_push_button_distance_m,data_reference_date,coordinate_note
06-0000003956,동작구,동작구 동작동 산18-4임,일단(화살표없음),37.49513089,126.9825158,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000003960,동작구,동작구 사당동 산25-33도,일단(화살표없음),37.48516927,126.9700874,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000003961,동작구,동작구 사당동 1131-8도,일단(화살표없음),37.48445693,126.9719817,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000003962,동작구,동작구 사당동 169-14도,이단(화살표있음),37.48634813,126.9723983,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004007,동작구,동작구 신대방동 699-4도,일단(화살표없음),37.48533083,126.9038102,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004009,동작구,동작구 신대방동 699-3도,일단(화살표없음),37.48700059,126.905196,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004010,동작구,동작구 신대방동 719-4 도,일단(화살표없음),37.48745491,126.9055964,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004047,동작구,동작구 사당동 산32-95 도,이단(화살표있음),37.48500339,126.9675739,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004048,동작구,동작구 사당동 산32-59 도,이단(화살표있음),37.48575996,126.9665315,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004050,동작구,동작구 사당동 708-533도,이단(화살표있음),37.48636054,126.9657347,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004052,동작구,동작구 사당동 708-535 도,이단(화살표없음),37.48766605,126.9647578,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004073,동작구,동작구 사당동 1129도,일단(화살표없음),37.47670209,126.9769408,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004075,동작구,동작구 사당동 1129도,일단(화살표없음),37.47654706,126.9755028,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004076,동작구,동작구 사당동 1129도,일단(화살표없음),37.47645574,126.9749023,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004078,동작구,동작구 사당동 1129도,일단(화살표없음),37.47636236,126.9744038,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004080,동작구,동작구 사당동 105대,이단(화살표있음),37.48863909,126.9764715,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004082,동작구,동작구 사당동 105대,이단(화살표있음),37.48861326,126.9766707,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004083,동작구,동작구 사당동 105대,일단(화살표없음),37.48861392,126.976859,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004084,동작구,동작구 사당동 105대,이단(화살표없음),37.48877065,126.9764709,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004085,동작구,동작구 사당동 105-6도,일단(화살표없음),37.48980334,126.9766164,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004205,동작구,동작구 사당동 56-9 도,일단(화살표없음),37.49266528,126.9768834,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004206,동작구,동작구 사당동 169-25도,이단(화살표있음),37.48846323,126.972533,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004213,동작구,동작구 신대방동 395-61도,이단(화살표있음),37.4917056,126.9229592,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004215,동작구,동작구 사당동 169-18도,이단(화살표있음),37.48392589,126.9739981,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004217,동작구,동작구 신대방동 395-61도,이단(화살표있음),37.49179396,126.9231976,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004258,동작구,동작구 신대방동 395-61도,이단(화살표있음),37.49145159,126.9246242,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004284,동작구,동작구 신대방동 395-61도,이단(화살표있음),37.49155797,126.9248195,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004295,동작구,동작구 신대방동 395-61도,이단(화살표있음),37.49162281,126.9244586,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004308,동작구,동작구 상도동 111-58 도,일단(화살표없음),37.49379584,126.9603288,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004309,동작구,동작구 상도동 407-3도,이단(화살표있음),37.49374576,126.9602297,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004333,동작구,동작구 신대방동 395-61도,이단(화살표있음),37.49173889,126.9247,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004503,동작구,동작구 신대방동 344-78대,일단(화살표없음),37.49590246,126.9274656,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004506,동작구,동작구 대방동 466-51도,일단(화살표없음),37.49975809,126.9209616,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004508,동작구,동작구 신대방동 395-61도,일단(화살표없음),37.49292528,126.9240727,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004511,동작구,동작구 신대방동 395-61도,일단(화살표없음),37.49294363,126.9231658,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004759,동작구,동작구 대방동 498-1도,이단(화살표있음),37.51470957,126.9272858,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004760,동작구,동작구 대방동 87-1도,이단(화살표있음),37.51444742,126.9271592,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004880,동작구,동작구 노량진동 62-13도,일단(화살표없음),37.51346209,126.9420089,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004881,동작구,동작구 노량진동 60-11도,일단(화살표없음),37.51340248,126.941381,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004890,동작구,동작구 노량진동 147-20도,일단(화살표없음),37.51330967,126.946462,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005064,동작구,동작구 대방동 54-2도,일단(화살표없음),37.51330529,126.9310384,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005066,동작구,동작구 대방동 51-14도,이단(화살표없음),37.51332484,126.9318664,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005596,동작구,동작구 대방동 466-59도,일단(화살표없음),37.49994711,126.9214053,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005602,동작구,동작구 상도1동 752-2도,일단(화살표없음),37.50190871,126.9489271,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005603,동작구,동작구 상도1동 751-1도,일단(화살표없음),37.50230731,126.9480938,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005604,동작구,동작구 상도1동 752-2도,일단(화살표없음),37.50249339,126.9484157,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005606,동작구,동작구 상도1동 518-1 도,일단(화살표없음),37.49945287,126.951071,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005607,동작구,동작구 상도1동 250도,일단(화살표없음),37.50014311,126.9504786,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005608,동작구,동작구 상도1동 250도,일단(화살표없음),37.50080271,126.9498964,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005609,동작구,동작구 상도1동 518-1 도,일단(화살표없음),37.4988052,126.9516335,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005610,동작구,동작구 상도1동 518-1 도,일단(화살표없음),37.49835023,126.952031,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005613,동작구,동작구 신대방동 551-8도,일단(화살표없음),37.49217449,126.9094303,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005882,동작구,동작구 흑석동 86-213 도,이단(화살표있음),37.50264365,126.9606248,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005936,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.50395505,126.9226216,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005937,동작구,동작구 대방동 466-10 도,일단(화살표있음),37.50401806,126.9228655,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005938,동작구,동작구 대방동 466-43도,일단(화살표없음),37.50409078,126.9227505,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005962,동작구,동작구 신대방동 470-10대,이단(화살표있음),37.49565978,126.914444,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005963,동작구,동작구 신대방동 470-10대,일단(화살표없음),37.49572263,126.9143543,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005964,동작구,동작구 신대방동 470-8대,일단(화살표없음),37.49575693,126.914506,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005965,동작구,동작구 신대방동 492-209도,이단(화살표있음),37.4945671,126.9146682,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005966,동작구,동작구 신대방동 460-37 도,이단(화살표있음),37.49434018,126.9165965,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005967,동작구,동작구 신대방동 460-37 도,이단(화살표있음),37.494183,126.9163776,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005968,동작구,동작구 신대방동 460-37 도,이단(화살표있음),37.49362107,126.9161235,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005969,동작구,동작구 신대방동 460-30 도,이단(화살표있음),37.49365197,126.9149844,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005970,동작구,동작구 신대방동 460-30 도,이단(화살표있음),37.4937591,126.9148076,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005981,동작구,동작구 흑석동 211-32대,이단(화살표있음),37.5062509,126.9551671,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005982,동작구,동작구 흑석동 204-141도,이단(화살표있음),37.50618811,126.9552302,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005985,동작구,동작구 흑석동 204-172 도,일단(화살표없음),37.50638347,126.957085,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006009,동작구,동작구 신대방동 378-12도,일단(화살표없음),37.49761349,126.9222743,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006013,동작구,동작구 신대방동 375-25도,일단(화살표없음),37.49768092,126.920956,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006014,동작구,동작구 신대방동 375-50 도,이단(화살표있음),37.49761264,126.9208482,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006015,동작구,동작구 신대방동 375-50 도,일단(화살표없음),37.49755559,126.9207741,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006016,동작구,동작구 신대방동 375-32도,이단(화살표없음),37.49765581,126.9199699,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006017,동작구,동작구 신대방동 375-32도,일단(화살표없음),37.49753391,126.9197695,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006023,동작구,동작구 대방동 503-2도,이단(화살표있음),37.50788857,126.9301566,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006024,동작구,동작구 대방동 68-11도,일단(화살표없음),37.50799508,126.9306969,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006083,동작구,동작구 대방동 407-28도,일단(화살표없음),37.49843548,126.9240529,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006084,동작구,동작구 대방동 407-28도,일단(화살표없음),37.49886843,126.9253165,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006095,동작구,동작구 대방동 406-10도,일단(화살표없음),37.49963526,126.9266581,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006098,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.50023012,126.9278188,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006099,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.50026035,126.9253894,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006100,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.50022262,126.9253229,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006101,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.50029242,126.9240102,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006114,동작구,동작구 대방동 466-2도,일단(화살표없음),37.5119372,126.9265039,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006115,동작구,동작구 대방동 466-2도,일단(화살표없음),37.51195351,126.9269354,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006116,동작구,동작구 대방동 466-2도,일단(화살표없음),37.51207255,126.9276429,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006117,동작구,동작구 대방동 466-55도,일단(화살표없음),37.51108376,126.9273123,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006119,동작구,동작구 대방동 466-31도,일단(화살표없음),37.51093311,126.9260382,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006121,동작구,동작구 대방동 466-31도,일단(화살표없음),37.51110229,126.9250451,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006130,동작구,동작구 대방동 501-4도,이단(화살표있음),37.50844253,126.9262193,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006137,동작구,동작구 동작동 326-3 공,일단(화살표없음),37.50364484,126.9764743,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006142,동작구,동작구 상도동 188-42 구,일단(화살표없음),37.50189601,126.9344552,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006145,동작구,동작구 상도동 329도,이단(화살표있음),37.50760584,126.9472848,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006147,동작구,동작구 상도동 329-9도,일단(화살표없음),37.50626617,126.9473697,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006148,동작구,동작구 상도동 17-1도,이단(화살표있음),37.50556348,126.9468894,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006167,동작구,동작구 상도동 157-50도,이단(화살표있음),37.50337605,126.9450239,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006168,동작구,동작구 상도동 29-8 도,이단(화살표있음),37.50395358,126.9455359,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006261,동작구,동작구 상도동 124 도,일단(화살표없음),37.49310121,126.9565676,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006262,동작구,동작구 상도동 121-101 도,일단(화살표없음),37.4932537,126.9559641,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006263,동작구,동작구 상도동 121-121도,일단(화살표없음),37.49379817,126.9559828,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006265,동작구,동작구 상도1동 514-11 도,일단(화살표없음),37.49416833,126.9551884,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006266,동작구,동작구 상도1동 512-16 도,일단(화살표없음),37.4943587,126.9555083,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006268,동작구,동작구 상도1동 517 도,일단(화살표없음),37.49711435,126.9531253,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006269,동작구,동작구 상도1동 516-2 도,일단(화살표없음),37.49641623,126.9532307,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006270,동작구,동작구 상도1동 514 도,일단(화살표없음),37.49603136,126.9535882,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006273,동작구,동작구 상도1동 514 도,일단(화살표없음),37.49520072,126.954326,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006274,동작구,동작구 상도1동 513-7 도,일단(화살표없음),37.49498502,126.954977,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006357,동작구,동작구 흑석동 103-4 도,일단(화살표없음),37.50811323,126.9629699,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006425,동작구,동작구 대방동 466-56도,이단(화살표있음),37.50554773,126.9242253,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006426,동작구,동작구 대방동 466-56도,이단(화살표있음),37.50543831,126.9241988,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006427,동작구,동작구 대방동 466-56도,이단(화살표있음),37.50556125,126.9243898,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006428,동작구,동작구 대방동 466-56도,이단(화살표있음),37.50543488,126.9243574,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006429,동작구,동작구 대방동 466-56도,이단(화살표있음),37.50625876,126.9261159,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006430,동작구,동작구 대방동 466-67도,이단(화살표있음),37.50642745,126.9262547,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006431,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.50285865,126.9254178,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006432,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.50277048,126.925296,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006433,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.50275317,126.9255242,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006434,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.50350645,126.925435,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006435,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.50390205,126.9254463,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006436,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.50445946,126.925337,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006437,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.50494885,126.9247007,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006438,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.50406677,126.924238,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006439,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.50399952,126.9241366,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006440,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.5039334,126.9242382,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006444,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.502854,126.9241912,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006445,동작구,동작구 대방동 466-10 도,일단(화살표없음),37.50279295,126.9242573,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006446,동작구,동작구 신대방동 355-26천,일단(화살표없음),37.49893616,126.92804,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006450,동작구,동작구 대방동 335-53도,일단(화살표없음),37.49976828,126.9293931,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006451,동작구,동작구 상도동 320-14구,일단(화살표없음),37.49958728,126.9303402,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006455,동작구,동작구 상도동 346-18도,이단(화살표있음),37.50009066,126.9322766,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006456,동작구,동작구 상도동 320-5 구,일단(화살표없음),37.49993371,126.9323033,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006457,동작구,동작구 상도동 248-20도,이단(화살표있음),37.49991954,126.9324495,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006458,동작구,동작구 상도동 345-13도,일단(화살표없음),37.5000778,126.9324007,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006502,동작구,동작구 상도동 329도,이단(화살표있음),37.50778362,126.9432805,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006503,동작구,동작구 상도동 329-4도,일단(화살표없음),37.50731544,126.9430049,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006508,동작구,동작구 상도동 26-20도,일단(화살표없음),37.50424455,126.9382385,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006516,동작구,동작구 상도동 26-20도,일단(화살표없음),37.5049668,126.9409136,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006518,동작구,동작구 대방동 23-2도,이단(화살표있음),37.5109202,126.9320438,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006521,동작구,동작구 대방동 466-55도,일단(화살표없음),37.51119285,126.9283103,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006523,동작구,동작구 흑석동 275-14 임,일단(화살표없음),37.50549943,126.9712879,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006524,동작구,동작구 흑석동 29-115도,일단(화살표없음),37.50550512,126.9707513,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006526,동작구,동작구 흑석동 28-5도,이단(화살표있음),37.50587653,126.9701815,N,N,N,N,Y,1,basic,교통안전시설 상세,,,,,2026-03-20,source_columns_swapped_and_normalized
